号牌号码,罚款金额,记分值,违法时间,违法行为,违法地点,是否处理,缴款状态,号牌种类
浙HDZ011,100,3,2019-04-05 14:23,人行道不停车让行的,江山市区东岳路(东岳路虎山二街路口),已处理,已交款,小型汽车
浙HDZ011,100,2,2018-08-22 18:29,不按所需行进方向驶入导向车道的,江山市站前大道礼贤路口西口,已处理,已交款,小型汽车
浙HDY981,100,3,2020-04-14 12:53,机动车违反禁止标线指示的,江城北路的凝秀南路路口,已处理,已交款,小型汽车
浙HDY981,200,6,2020-01-03 19:41,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型汽车
浙HDY981,200,3,2019-10-13 16:46,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1828KM870M（205国道贺村镇天蓬集团路段）,已处理,已交款,小型汽车
浙HDY981,50,0,2019-10-06 07:48,不按规定临时停车影响其他车辆和行人通行的,江山市四都镇（违停）,已处理,已交款,小型汽车
浙HDY981,100,2,2019-08-25 12:10,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDY981,150,0,2019-06-29 20:51,不按规定停放影响其他车辆和行人通行的,常山文峰东路大桥路路口新东方门口路段,已处理,已交款,小型汽车
浙HDY981,50,0,2018-08-20 11:07,不按规定临时停车影响其他车辆和行人通行的,江山市区站前大道(站前大道礼贤路(进站)路口),已处理,已交款,小型汽车
浙HDY981,100,3,2018-08-09 15:12,机动车违反禁令标志指示的,江山市站前大道礼贤路口西口,已处理,已交款,小型汽车
浙HDY981,50,0,2018-08-07 08:39,不按规定临时停车影响其他车辆和行人通行的,江山市区南门路(南门路南一街路口至南门路南市街路口路段),已处理,已交款,小型汽车
浙HDY981,100,3,2018-05-02 09:10,机动车违反禁令标志指示的,中山路-民声路,已处理,已交款,小型汽车
浙HDY865,50,0,2020-04-05 14:54,机动车不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路解放路路口至鹿溪路路口路段),已处理,已交款,小型汽车
浙HDY865,100,2,2019-08-01 08:15,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDY865,50,0,2018-06-16 09:45,不按规定临时停车影响其他车辆和行人通行的,江山市区江城北路(江城北路环城西路路口至江城北路凝秀南路路口路段),已处理,已交款,小型汽车
浙HDY901,150,6,2020-04-10 16:49,驾驶机动车违反道路交通信号灯通行的,经二路路口,已处理,已交款,小型汽车
浙HDY901,150,6,2020-04-06 13:39,驾驶机动车违反道路交通信号灯通行的,天马路路口,已处理,已交款,小型汽车
浙HDY901,50,0,2020-01-10 16:41,不按规定临时停车影响其他车辆和行人通行的,江山市区安居路(安居路书院路口至北泉街路口路段),已处理,已交款,小型汽车
浙HDY901,50,0,2019-08-18 14:42,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市小贺线0006KM400M,已处理,已交款,小型汽车
浙HDY901,200,3,2019-04-19 19:09,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,江山市江广线0007KM500M（平岗山路口）,已处理,已交款,小型汽车
浙HDY901,150,6,2018-08-13 21:24,驾驶机动车违反道路交通信号灯通行的,江滨南路与江电路交叉口南口,已处理,已交款,小型汽车
浙HDY901,200,3,2018-03-07 22:29,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M(205国道祝家路口),已处理,已交款,小型汽车
浙HD03606,200,6,2020-04-15 18:47,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,兰贺线115公里705米清湖街道清泉小区路段,已处理,已交款,小型新能源汽车
浙HD03606,100,3,2019-10-02 17:20,机动车违反禁令标志指示的,北关路民声路,已处理,已交款,小型新能源汽车
浙HD03606,100,2,2019-08-31 11:23,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型新能源汽车
浙HD00370,50,0,2020-04-20 15:31,机动车不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路解放路路口至鹿溪路路口路段),已处理,已交款,小型新能源汽车
浙HD00370,200,3,2019-09-12 10:05,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1795KM800M（205国道石排山路段）,已处理,已交款,小型新能源汽车
浙HD00382,100,0,2020-04-20 14:52,机动车不在机动车道内行驶的,东岳路虎山三街路口,已处理,已交款,小型新能源汽车
浙HD00382,150,6,2020-03-06 15:26,驾驶机动车违反道路交通信号灯通行的,鹿溪北路的站前大道路口,已处理,已交款,小型新能源汽车
浙HD00382,100,3,2019-09-14 14:11,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型新能源汽车
浙HD05717,100,0,2020-04-19 16:32,机动车不在机动车道内行驶的,东岳路虎山三街路口,已处理,已交款,小型新能源汽车
浙HD05717,200,3,2020-01-29 10:11,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,兰贺线110公里920米碗窑乡源口村路口,已处理,已交款,小型新能源汽车
浙HD05717,50,0,2019-10-07 09:07,不按规定临时停车影响其他车辆和行人通行的,江山市区东岳路-虎山三街路口,已处理,已交款,小型新能源汽车
浙HDZ030,200,6,2020-04-04 15:03,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1859公里075米保安乡化龙溪村路段,已处理,已交款,小型汽车
浙HDZ030,100,3,2019-11-16 16:07,人行道不停车让行的,江山市区东岳路(东岳路虎山二街路口),已处理,已交款,小型汽车
浙HDZ030,50,0,2019-10-03 15:42,不按规定临时停车影响其他车辆和行人通行的,江山市区东岳路-虎山三街路口,已处理,已交款,小型汽车
浙HDZ030,100,2,2019-09-11 12:47,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDZ030,50,0,2019-08-14 09:23,不按规定临时停车影响其他车辆和行人通行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型汽车
浙HDZ030,150,6,2018-09-08 15:37,驾驶机动车违反道路交通信号灯通行的,朝阳路-富足山村路口西口,已处理,已交款,小型汽车
浙HDZ030,50,0,2018-07-07 16:00,不按规定临时停车影响其他车辆和行人通行的,江山市区环城西路(环城西路南市街路口至南门路路口)人行道,已处理,已交款,小型汽车
浙HDZ030,50,0,2018-06-26 16:23,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路鹿溪路路口至江滨路路口路段),已处理,已交款,小型汽车
浙HDZ030,50,0,2018-04-28 09:09,不按规定临时停车影响其他车辆和行人通行的,江山市区江城北路(江城北路民声路路口至鹿溪路路口路段),已处理,已交款,小型汽车
浙HDZ030,100,3,2018-03-14 10:19,机动车违反禁令标志指示的,城北大桥单行线,已处理,已交款,小型汽车
浙HDZ070,50,0,2020-04-07 09:28,机动车不按规定临时停车影响其他车辆和行人通行的,江山市区南三街(南三街解放南路路口至南门路口路段),已处理,已交款,小型汽车
浙HDZ070,50,0,2019-05-03 15:43,不按规定临时停车影响其他车辆和行人通行的,江山市新塘边镇新宾路-中街路（违停）,已处理,已交款,小型汽车
浙HDZ070,150,6,2019-01-29 13:55,驾驶机动车违反道路交通信号灯通行的,定阳北路-天马路路口东口,已处理,已交款,小型汽车
浙HDZ070,50,0,2018-09-09 09:22,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDZ070,100,6,2018-07-20 09:33,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1897公里440米,已处理,已交款,小型汽车
浙HDZ070,100,3,2018-03-08 08:52,机动车违反禁止标线指示的,解放南路-南三街南口,已处理,已交款,小型汽车
浙HDY907,150,6,2020-04-05 13:57,驾驶机动车违反道路交通信号灯通行的,环城西路的中山路路口,已处理,已交款,小型汽车
浙HDY907,200,6,2019-12-27 12:55,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型汽车
浙HDY907,50,0,2019-10-12 10:46,不按规定临时停车影响其他车辆和行人通行的,江山市区鹿溪南路(鹿溪南路的城中路路口至中山路路口路段),已处理,已交款,小型汽车
浙HDY907,150,6,2019-08-25 13:04,驾驶机动车违反道路交通信号灯通行的,鹿溪南路-环城南路路口西口,已处理,已交款,小型汽车
浙HDY907,100,3,2019-04-30 10:28,机动车违反禁令标志指示的,江山市站前大道礼贤路口南口,已处理,已交款,小型汽车
浙HDY907,200,3,2018-03-16 19:33,违反禁令标志指示,中环路内圈广粤路入口匝道,已处理,已交款,小型汽车
浙HDY907,100,2,2018-03-01 01:47,不按所需行进方向驶入导向车道的,魏塘街道谈公北路环北东路路口,已处理,已交款,小型汽车
浙HD00537,200,6,2020-03-31 21:33,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型新能源汽车
浙HD00537,150,0,2019-11-11 10:02,不按规定停放影响其他车辆和行人通行的,江山市区江滨路(江滨路的书院路口至北环路口路段)人行道,已处理,已交款,小型新能源汽车
浙HD00371,100,2,2020-03-31 07:39,不按所需行进方向驶入导向车道的,凝秀路环城西路路口,已处理,已交款,小型新能源汽车
浙HD00371,200,3,2019-09-01 08:39,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,（京台高速）江山市江郎山出口连接线0001KM700M（清湖街道东儒村路段）,已处理,已交款,小型新能源汽车
浙HD00950,200,3,2020-04-05 07:42,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1834公里920米贺村镇乌鹰垄村路口,已处理,已交款,小型新能源汽车
浙HD00950,200,6,2020-03-18 09:36,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型新能源汽车
浙HD00950,50,0,2019-12-21 14:38,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路解放路路口至鹿溪路路口路段),已处理,已交款,小型新能源汽车
浙HDY882,200,6,2019-12-20 22:34,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1828KM870M（205国道贺村镇天蓬集团路段）,已处理,已交款,小型汽车
浙HDY882,100,2,2019-05-16 10:30,不按所需行进方向驶入导向车道的,凝秀北路-文教路东口,已处理,已交款,小型汽车
浙HDY882,100,3,2019-02-10 11:11,人行道不停车让行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型汽车
浙HDY882,150,6,2018-12-16 07:42,驾驶机动车违反道路交通信号灯通行的,江滨南路与江电路交叉口南口,已处理,已交款,小型汽车
浙HDY882,200,6,2018-08-11 08:36,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,物流大道(沙金大道上草铺村路段),已处理,已交款,小型汽车
浙HDY882,50,0,2018-07-18 10:00,不按规定临时停车影响其他车辆和行人通行的,江山市区县河东路(县河东路云宾路口至中山路路口路段),已处理,已交款,小型汽车
浙HDY882,50,0,2018-04-30 14:42,不按规定临时停车影响其他车辆和行人通行的,江山市区鹿溪路(鹿溪路新华路路口至江城北路路口路段),已处理,已交款,小型汽车
浙HDY882,100,2,2018-03-19 14:41,不按所需行进方向驶入导向车道的,白云南大道-九华中大道南口,已处理,已交款,小型汽车
浙HDY882,50,0,2018-02-08 09:43,不按规定临时停车影响其他车辆和行人通行的,江山市区南门路(南门路南三街路口)人行道,已处理,已交款,小型汽车
浙HDY969,100,0,2020-01-09 16:36,机动车不在机动车道内行驶的,创新路的山海路路口,已处理,已交款,小型汽车
浙HDY969,200,6,2019-11-16 10:28,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型汽车
浙HDY969,200,6,2019-11-07 13:48,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型汽车
浙HDY969,100,0,2019-11-06 17:31,机动车违反规定使用专用车道的,（NQ）衢化路-荷三路北向南公交车道北口,已处理,已交款,小型汽车
浙HDY969,100,3,2019-04-30 23:07,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型汽车
浙HDY969,100,3,2018-09-04 13:31,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型汽车
浙HDY969,100,3,2018-09-03 09:16,人行道不停车让行的,江山市区东岳路(东岳路虎山二街路口),已处理,已交款,小型汽车
浙HDY969,50,0,2018-06-30 10:32,不按规定临时停车影响其他车辆和行人通行的,云宾菜市场,已处理,已交款,小型汽车
浙HDY969,200,3,2018-05-06 09:47,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,沪瑞线0454km550m,已处理,已交款,小型汽车
浙HDY969,200,3,2018-04-28 16:31,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M（205国道祝家路口）,已处理,已交款,小型汽车
浙HD00385,100,0,2020-01-06 15:03,机动车不在机动车道内行驶的,开源路的创业路路口,已处理,已交款,小型新能源汽车
浙HD00385,100,0,2020-01-06 08:38,机动车不在机动车道内行驶的,开源路的创业路路口,已处理,已交款,小型新能源汽车
浙HD00582,100,0,2020-01-04 09:01,机动车不在机动车道内行驶的,开源路的协作路路口,已处理,已交款,小型新能源汽车
浙HDY939,200,6,2020-03-19 16:19,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型汽车
浙HDY939,100,3,2019-07-12 13:44,人行道不停车让行的,（NQ）衢化路-中医院路段南向北不礼让行人抓拍南口,已处理,已交款,小型汽车
浙HDY939,100,3,2018-09-18 12:04,机动车违反禁止标线指示的,朝阳路-定阳南路路口西口,已处理,已交款,小型汽车
浙HDY880,200,6,2020-03-20 16:09,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1859公里075米保安乡化龙溪村路段,已处理,已交款,小型汽车
浙HDY880,100,0,2020-01-09 13:22,机动车不在机动车道内行驶的,开源路的221省道路口,已处理,已交款,小型汽车
浙HDY880,200,6,2020-01-05 12:53,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型汽车
浙HDY880,200,6,2019-11-18 21:10,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型汽车
浙HDY880,50,0,2019-08-14 15:21,不按规定临时停车影响其他车辆和行人通行的,江山市区解放南路(解放南路景星路路口至南三街路口路段),已处理,已交款,小型汽车
浙HDY880,50,0,2019-02-16 14:03,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDY880,100,2,2018-10-08 18:51,遇停止信号时，停在停止线以内或路口内的,G320-柚乡路路口西口,已处理,已交款,小型汽车
浙HDY880,200,3,2018-10-05 10:51,机动车逆向行驶的,开化县城关镇芹南路-江滨南路东口,已处理,已交款,小型汽车
浙HDZ013,100,3,2020-01-02 18:08,人行道不停车让行的,天马路傥溪路路口西口,已处理,已交款,小型汽车
浙HDZ013,200,6,2019-12-17 20:03,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村路段）,已处理,已交款,小型汽车
浙HDZ013,150,6,2019-10-05 14:26,驾驶机动车违反道路交通信号灯通行的,山海路-七里桥西口,已处理,已交款,小型汽车
浙HDZ013,150,6,2019-10-04 07:51,驾驶机动车违反道路交通信号灯通行的,山海路-七里桥西口,已处理,已交款,小型汽车
浙HDZ013,150,6,2019-10-01 12:10,驾驶机动车违反道路交通信号灯通行的,山海路-七里桥西口,已处理,已交款,小型汽车
浙HDZ013,200,6,2019-06-29 08:22,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,兰贺线0110KM600M（315省道源口大桥）,已处理,已交款,小型汽车
浙HDZ013,50,0,2019-03-31 14:55,不按规定临时停车影响其他车辆和行人通行的,江山市区云宾路菜市场门口（违停）,已处理,已交款,小型汽车
浙HDZ013,200,6,2019-02-14 16:50,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1778KM400M（205国道鳌头村路段）,已处理,已交款,小型汽车
浙HD00301,200,6,2020-03-30 10:52,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型新能源汽车
浙HD00301,100,0,2020-02-18 16:40,机动车不在机动车道内行驶的,创新路的山海路路口,已处理,已交款,小型新能源汽车
浙HD00301,200,6,2020-01-11 19:11,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型新能源汽车
浙HD00301,100,2,2019-11-26 16:26,不按所需行进方向驶入导向车道的,江山市区凝秀路与环城西路路口南口,已处理,已交款,小型新能源汽车
浙HDZ020,100,2,2020-03-27 16:47,不按所需行进方向驶入导向车道的,北关东路的凯旋路路口,已处理,已交款,小型汽车
浙HDZ020,50,0,2019-12-31 13:57,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDZ020,100,2,2019-09-30 17:41,不按所需行进方向驶入导向车道的,鹿溪南路-环城南路路口西口,已处理,已交款,小型汽车
浙HDZ020,100,2,2019-08-02 14:05,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDZ020,100,3,2019-05-11 07:55,机动车违反禁令标志指示的,江山市区环城西路(环城西路的雪泉街路口),已处理,已交款,小型汽车
浙HDZ020,50,0,2018-10-12 11:19,不按规定临时停车影响其他车辆和行人通行的,江山市区南二街(南二街解放南路口至南门路口路段)人行道,已处理,已交款,小型汽车
浙HDZ020,100,2,2018-08-17 21:27,不按所需行进方向驶入导向车道的,遂昌县君子路与水阁路交叉口,已处理,已交款,小型汽车
浙HDZ020,200,3,2018-04-09 19:05,违反禁令标志指示,延安高架江西路北侧入口匝道,已处理,已交款,小型汽车
浙HDZ020,200,0,2018-04-06 03:38,不按规定停车,闸殷路进世界路西约20米,已处理,已交款,小型汽车
浙HDZ020,200,3,2018-04-02 15:50,违反禁令标志指示,南北高架东侧广中路入口匝道,已处理,已交款,小型汽车
浙HD01102,200,6,2020-03-16 16:03,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江溪线(S221)13公里175米大陈乡乌龙村村口路段,已处理,已交款,小型新能源汽车
浙HD01102,200,6,2019-11-12 08:05,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型新能源汽车
浙HD01102,50,0,2019-09-07 17:17,不按规定临时停车影响其他车辆和行人通行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型新能源汽车
浙HD01102,150,6,2019-08-14 06:02,驾驶机动车违反道路交通信号灯通行的,凝秀南路-江城北路北口,已处理,已交款,小型新能源汽车
浙HD08500,200,6,2020-03-29 13:45,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,兰贺线115公里705米清湖街道清泉小区路段,已处理,已交款,小型新能源汽车
浙HD08500,50,0,2019-11-04 13:16,驾驶机动车行驶时以手持方式使用电话的,江山市区江滨南路水文站门口路段（卡口）南口,已处理,已交款,小型新能源汽车
浙HD08500,200,6,2019-11-01 21:57,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市莲华山大道与藕塘路交叉口,已处理,已交款,小型新能源汽车
浙HD08500,50,0,2019-10-24 16:09,不按规定临时停车影响其他车辆和行人通行的,江山市区虎山路(虎山路虎山三街路口至48省道入口路段),已处理,已交款,小型新能源汽车
浙HD08500,100,2,2019-08-04 15:57,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型新能源汽车
浙HDV743,200,6,2020-03-18 16:50,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型汽车
浙HDV743,50,0,2019-11-29 09:02,不按规定临时停车影响其他车辆和行人通行的,江山市区凝秀路(凝秀路北泉路路口至学府路路口路段),已处理,已交款,小型汽车
浙HDV743,50,0,2019-11-12 13:54,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路解放路路口至鹿溪路路口路段),已处理,已交款,小型汽车
浙HDV743,150,0,2019-10-26 10:00,不按规定停放影响其他车辆和行人通行的,江山市区站前大道(站前大道的鹿溪北路路口至凝秀北路路口路段),已处理,已交款,小型汽车
浙HDV743,100,2,2019-08-31 14:34,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDV743,100,3,2019-06-08 14:06,机动车违反禁令标志指示的,江山市站前大道礼贤路口南口,已处理,已交款,小型汽车
浙HDV743,100,3,2018-12-19 16:04,机动车违反禁令标志指示的,常山大桥路(白马路-文峰东路),已处理,已交款,小型汽车
浙HDV743,50,0,2018-05-26 13:12,不按规定临时停车影响其他车辆和行人通行的,解放南路-南三街,已处理,已交款,小型汽车
浙HD00312,150,6,2020-03-20 09:46,驾驶机动车违反道路交通信号灯通行的,鹿溪南路的环城南路路口,已处理,已交款,小型新能源汽车
浙HD00312,200,3,2020-02-22 09:33,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1838公里850米凤林镇凤祥村凤林路口,已处理,已交款,小型新能源汽车
浙HD00312,200,3,2019-09-04 19:14,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1828KM870M（205国道天蓬集团路段）,已处理,已交款,小型新能源汽车
浙HDZ022,50,0,2020-03-23 16:05,不按规定临时停车影响其他车辆和行人通行的,江山市区虎山路(虎山路虎山二街路口至虎山路虎山三街路口路段),已处理,已交款,小型汽车
浙HDZ022,200,6,2020-01-23 16:57,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型汽车
浙HDZ022,50,0,2020-01-13 14:37,不按规定临时停车影响其他车辆和行人通行的,江山市区虎山路(虎山路虎山二街路口至虎山路虎山三街路口路段),已处理,已交款,小型汽车
浙HDZ022,100,3,2019-10-24 08:38,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型汽车
浙HDZ022,200,3,2019-09-15 16:40,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,江山市江广线0007KM500M（平岗山路口）,已处理,已交款,小型汽车
浙HDZ022,100,3,2019-01-12 13:15,机动车违反禁止标线指示的,江山市凝秀路-北环路西口,已处理,已交款,小型汽车
浙HDZ022,50,0,2019-01-04 09:32,不按规定临时停车影响其他车辆和行人通行的,江山市区中山路(中山路鹿溪路口至江滨路路口路段)人行道,已处理,已交款,小型汽车
浙HDZ022,50,0,2018-11-19 09:21,不按规定临时停车影响其他车辆和行人通行的,江山市区南门路(南门路南一街路口至南门路南市街路口路段),已处理,已交款,小型汽车
浙HDZ022,100,2,2018-08-24 08:30,不按所需行进方向驶入导向车道的,江山市站前大道鹿溪北路口南口,已处理,已交款,小型汽车
浙HDZ022,200,3,2018-04-10 11:35,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M（205国道祝家路口）,已处理,已交款,小型汽车
浙HDY951,150,6,2020-03-19 14:48,驾驶机动车违反道路交通信号灯通行的,北泉街凝秀路路口,已处理,已交款,小型汽车
浙HDY951,0,0,2019-12-14 22:25,驾驶机动车在限速低于60公里/小时的公路上超过规定车速50%以下的,常新线0013桩000m,已处理,无需交款,小型汽车
浙HDY951,100,2,2019-10-04 12:59,不按所需行进方向驶入导向车道的,江东大道-迎宾大道西口,已处理,已交款,小型汽车
浙HDY951,150,6,2019-08-24 00:35,驾驶机动车违反道路交通信号灯通行的,江山市区鹿溪北路站前大道路口南口,已处理,已交款,小型汽车
浙HDY951,100,3,2019-08-23 08:24,机动车违反禁令标志指示的,江山市区环城西路(环城西路的雪泉街路口),已处理,已交款,小型汽车
浙HDY951,100,2,2019-08-13 16:19,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDY951,50,0,2019-03-18 08:59,不按规定临时停车影响其他车辆和行人通行的,江山市区景星西路(景星西路虎山路口至农贸路路口路段),已处理,已交款,小型汽车
浙HDY951,50,0,2018-11-02 13:24,不按规定临时停车影响其他车辆和行人通行的,通浦路-振兴中路违停抓拍,已处理,已交款,小型汽车
浙HDY951,200,3,2018-05-07 03:49,违反禁止标线指示,七莘路近东交通中心（4）,已处理,已交款,小型汽车
浙HDY951,200,3,2018-03-07 15:40,违反禁令标志指示,中环路济阳路西侧上匝道,已处理,已交款,小型汽车
浙HDY937,50,0,2019-12-12 11:29,不按规定临时停车影响其他车辆和行人通行的,江山市区虎山路(虎山路虎山二街路口至虎山路虎山三街路口路段),已处理,已交款,小型汽车
浙HDY937,200,3,2019-10-24 14:03,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1839KM800M(205国道凤林镇凤林路口),已处理,已交款,小型汽车
浙HDY937,50,0,2019-08-12 16:45,不按规定临时停车影响其他车辆和行人通行的,江山市区江东大道(江东大道的景星东路路口至城中路路口路段),已处理,已交款,小型汽车
浙HDY937,50,0,2019-02-04 12:24,不按规定临时停车影响其他车辆和行人通行的,大街（好邻居超市门口）违停抓拍,已处理,已交款,小型汽车
浙HDY937,200,3,2018-08-21 13:16,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,兰贺线0110KM950M（315省道源口村路段）,已处理,已交款,小型汽车
浙HDY937,200,3,2018-04-20 17:43,违反禁令标志指示,沪闵高架西侧桂林路入口匝道,已处理,已交款,小型汽车
浙HD00387,200,6,2020-03-01 11:11,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线16公里590米贺村镇丰益村村委路段,已处理,已交款,小型新能源汽车
